trip_id,route_id,start_time,end_time,distance_km,avg_slope,congestion_index,avg_speed,passenger_load,temperature,peak_hour,energy_kwh,source
1851-2-448-1600,1851,16:00:00,17:00:00,16.22,-0.0087,0.213,16.22,0.524,26.9,0,23.74,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1851-2-448-2300,1851,23:00:00,24:00:00,16.22,0.0195,0.269,16.22,0.389,22.2,0,28.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1852-1-287-0700,1852,07:00:00,07:33:00,14.46,0.0568,0.532,26.29,0.849,23.6,1,41.05,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1852-1-287-0800,1852,08:00:00,08:33:00,14.46,0.0359,0.767,26.29,0.62,24.3,1,34.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1852-1-287-0900,1852,09:00:00,09:33:00,14.46,-0.0038,0.736,26.29,0.68,25.1,1,22.14,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-0525,1854,05:25:00,05:47:00,14.65,-0.0245,0.303,39.95,0.373,22.2,0,18.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-0705,1854,07:05:00,07:27:00,14.65,0.0183,0.783,39.95,0.655,23.6,1,28.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-0820,1854,08:20:00,08:42:00,14.65,0.0529,0.51,39.95,0.725,24.3,1,40.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-1720,1854,17:20:00,17:42:00,14.65,0.0188,0.638,39.95,0.71,26.5,1,29.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-1920,1854,19:20:00,19:42:00,14.65,0.0365,0.514,39.95,0.75,25.1,1,34.48,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-2300,1854,23:00:00,23:22:00,14.65,-0.0192,0.256,39.95,0.392,22.2,0,18.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-287-2500,1854,25:00:00,25:22:00,14.65,-0.0145,0.309,39.95,0.27,21.4,0,19.14,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-288-0525,1854,05:25:00,05:47:00,14.65,0.019,0.187,39.95,0.59,22.2,0,25.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-288-1705,1854,17:05:00,17:27:00,14.65,-0.001,0.558,39.95,0.932,26.5,1,23.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-288-1920,1854,19:20:00,19:42:00,14.65,-0.0019,0.631,39.95,0.609,25.1,1,21.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-288-2300,1854,23:00:00,23:22:00,14.65,-0.0065,0.29,39.95,0.33,22.2,0,18.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-288-2500,1854,25:00:00,25:22:00,14.65,0.0197,0.26,39.95,0.363,21.4,0,25.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-448-0525,1854,05:25:00,05:47:00,14.65,0.0516,0.413,39.95,0.272,22.2,0,37.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-448-2205,1854,22:05:00,22:27:00,14.65,0.0247,0.19,39.95,0.498,22.8,0,28.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-448-2230,1854,22:30:00,22:52:00,14.65,-0.0016,0.183,39.95,0.512,22.8,0,18.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1854-1-448-2500,1854,25:00:00,25:22:00,14.65,0.0134,0.393,39.95,0.556,21.4,0,24.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-287-0540,1855,05:40:00,06:31:00,14.99,-0.0092,0.357,17.64,0.373,22.2,0,19.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-287-0600,1855,06:00:00,06:51:00,14.99,0.0101,0.187,17.64,0.578,22.8,0,22.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-287-0700,1855,07:00:00,07:51:00,14.99,0.047,0.515,17.64,0.949,23.6,1,40.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-287-0800,1855,08:00:00,08:51:00,14.99,-0.0225,0.67,17.64,0.822,24.3,1,23.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-287-1915,1855,19:15:00,20:06:00,14.99,0.008,0.755,17.64,0.768,25.1,1,27.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-0640,1855,06:40:00,07:31:00,14.61,0.0545,0.248,17.19,0.514,22.8,0,38.57,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-0800,1855,08:00:00,08:51:00,14.61,0.0313,0.552,17.19,0.642,24.3,1,32.7,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-1700,1855,17:00:00,17:51:00,14.61,0.0256,0.721,17.19,0.801,26.5,1,33.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-1900,1855,19:00:00,19:51:00,14.61,-0.0155,0.616,17.19,0.85,25.1,1,22.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-2100,1855,21:00:00,21:51:00,14.61,0.0144,0.289,17.19,0.401,23.6,0,24.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-287-2215,1855,22:15:00,23:06:00,14.61,-0.013,0.42,17.19,0.466,22.8,0,19.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0540,1855,05:40:00,06:31:00,14.99,0.0205,0.175,17.64,0.409,22.2,0,25.6,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0600,1855,06:00:00,06:51:00,14.99,0.0318,0.183,17.64,0.412,22.8,0,30.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0612,1855,06:12:00,07:03:00,14.99,0.0009,0.332,17.64,0.398,22.8,0,20.83,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0625,1855,06:25:00,07:16:00,14.99,0.0493,0.394,17.64,0.565,22.8,0,39.7,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0637,1855,06:37:00,07:28:00,14.99,0.0255,0.347,17.64,0.259,22.8,0,28.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-0650,1855,06:50:00,07:41:00,14.99,0.0036,0.418,17.64,0.289,22.8,0,20.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-1850,1855,18:50:00,19:41:00,14.99,-0.0238,0.618,17.64,0.797,25.8,1,23.96,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-288-1935,1855,19:35:00,20:26:00,14.99,0.0351,0.665,17.64,0.605,25.1,1,35.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-288-0640,1855,06:40:00,07:31:00,14.61,0.0047,0.258,17.19,0.511,22.8,0,19.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-288-1440,1855,14:40:00,15:31:00,14.61,0.0174,0.409,17.19,0.304,27.3,0,27.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-288-1640,1855,16:40:00,17:31:00,14.61,0.0432,0.422,17.19,0.488,26.9,0,37.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-288-2000,1855,20:00:00,20:51:00,14.61,0.05,0.416,17.19,0.555,24.3,0,38.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-288-2240,1855,22:40:00,23:31:00,14.61,0.0545,0.219,17.19,0.395,22.8,0,38.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0540,1855,05:40:00,06:31:00,14.99,0.0532,0.211,17.64,0.435,22.2,0,38.93,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0600,1855,06:00:00,06:51:00,14.99,0.0172,0.451,17.64,0.266,22.8,0,26.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0612,1855,06:12:00,07:03:00,14.99,0.0487,0.241,17.64,0.328,22.8,0,37.13,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0625,1855,06:25:00,07:16:00,14.99,0.0382,0.343,17.64,0.512,22.8,0,33.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0637,1855,06:37:00,07:28:00,14.99,0.042,0.438,17.64,0.445,22.8,0,36.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-0650,1855,06:50:00,07:41:00,14.99,-0.0004,0.253,17.64,0.282,22.8,0,18.78,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-1500,1855,15:00:00,15:51:00,14.99,0.0552,0.239,17.64,0.314,27.2,0,42.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-1800,1855,18:00:00,18:51:00,14.99,-0.0184,0.583,17.64,0.884,25.8,1,23.92,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-1-448-1915,1855,19:15:00,20:06:00,14.99,-0.0032,0.707,17.64,0.71,25.1,1,22.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-448-0640,1855,06:40:00,07:31:00,14.61,0.0073,0.167,17.19,0.459,22.8,0,20.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-448-1240,1855,12:40:00,13:31:00,14.61,-0.0093,0.299,17.19,0.501,26.9,0,21.49,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-448-1640,1855,16:40:00,17:31:00,14.61,-0.0011,0.203,17.19,0.4,26.9,0,21.33,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-448-2000,1855,20:00:00,20:51:00,14.61,0.0232,0.352,17.19,0.267,24.3,0,27.48,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1855-2-448-2240,1855,22:40:00,23:31:00,14.61,-0.0236,0.333,17.19,0.531,22.8,0,19.07,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1861-1-511-0035,1861,00:35:00,00:54:00,7.04,0.0578,0.186,22.23,0.562,21.7,0,19.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0530,1862,05:30:00,05:51:00,5.11,0.0404,0.333,14.6,0.262,22.2,0,11.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0534,1862,05:34:00,05:55:00,5.11,-0.025,0.231,14.6,0.593,22.2,0,6.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0544,1862,05:44:00,06:05:00,5.11,-0.0108,0.254,14.6,0.399,22.2,0,6.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0548,1862,05:48:00,06:09:00,5.11,0.001,0.296,14.6,0.389,22.2,0,7.76,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0558,1862,05:58:00,06:19:00,5.11,-0.0026,0.221,14.6,0.541,22.2,0,6.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0602,1862,06:02:00,06:23:00,5.11,0.0282,0.18,14.6,0.289,22.8,0,9.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0612,1862,06:12:00,06:33:00,5.11,-0.0171,0.363,14.6,0.573,22.8,0,6.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0616,1862,06:16:00,06:37:00,5.11,-0.001,0.242,14.6,0.271,22.8,0,6.6,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0626,1862,06:26:00,06:47:00,5.11,0.0425,0.174,14.6,0.305,22.8,0,11.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0630,1862,06:30:00,06:51:00,5.11,-0.0082,0.372,14.6,0.491,22.8,0,6.99,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0640,1862,06:40:00,07:01:00,5.11,0.0298,0.234,14.6,0.41,22.8,0,9.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0644,1862,06:44:00,07:05:00,5.11,0.0345,0.323,14.6,0.302,22.8,0,11.47,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0654,1862,06:54:00,07:15:00,5.11,0.0183,0.455,14.6,0.261,22.8,0,9.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0658,1862,06:58:00,07:19:00,5.11,-0.0114,0.287,14.6,0.271,22.8,0,6.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0708,1862,07:08:00,07:29:00,5.11,-0.0234,0.536,14.6,0.901,23.6,1,7.48,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0712,1862,07:12:00,07:33:00,5.11,-0.0238,0.506,14.6,0.769,23.6,1,6.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0722,1862,07:22:00,07:43:00,5.11,0.0556,0.699,14.6,0.805,23.6,1,15.32,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0726,1862,07:26:00,07:47:00,5.11,0.0289,0.597,14.6,0.696,23.6,1,12.0,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0736,1862,07:36:00,07:57:00,5.11,0.0174,0.773,14.6,0.75,23.6,1,10.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0740,1862,07:40:00,08:01:00,5.11,0.0099,0.704,14.6,0.903,23.6,1,9.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0750,1862,07:50:00,08:11:00,5.11,0.056,0.622,14.6,0.636,23.6,1,15.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0754,1862,07:54:00,08:15:00,5.11,0.0461,0.626,14.6,0.605,23.6,1,13.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0804,1862,08:04:00,08:25:00,5.11,0.0019,0.532,14.6,0.797,24.3,1,7.77,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0808,1862,08:08:00,08:29:00,5.11,0.0426,0.596,14.6,0.761,24.3,1,13.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0818,1862,08:18:00,08:39:00,5.11,-0.0059,0.76,14.6,0.636,24.3,1,7.95,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0822,1862,08:22:00,08:43:00,5.11,-0.0154,0.533,14.6,0.791,24.3,1,7.41,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0832,1862,08:32:00,08:53:00,5.11,0.0209,0.694,14.6,0.677,24.3,1,10.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0836,1862,08:36:00,08:57:00,5.11,0.0094,0.614,14.6,0.601,24.3,1,9.04,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0846,1862,08:46:00,09:07:00,5.11,0.0502,0.621,14.6,0.921,24.3,1,14.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0850,1862,08:50:00,09:11:00,5.11,-0.0097,0.721,14.6,0.776,24.3,1,7.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0900,1862,09:00:00,09:21:00,5.11,0.0526,0.595,14.6,0.707,25.1,1,15.02,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0904,1862,09:04:00,09:25:00,5.11,0.0232,0.753,14.6,0.762,25.1,1,10.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0914,1862,09:14:00,09:35:00,5.11,0.0209,0.656,14.6,0.795,25.1,1,10.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0918,1862,09:18:00,09:39:00,5.11,0.0316,0.53,14.6,0.765,25.1,1,11.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0928,1862,09:28:00,09:49:00,5.11,-0.0186,0.769,14.6,0.726,25.1,1,8.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0932,1862,09:32:00,09:53:00,5.11,0.0556,0.72,14.6,0.617,25.1,1,14.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0942,1862,09:42:00,10:03:00,5.11,0.034,0.788,14.6,0.742,25.1,1,12.0,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0946,1862,09:46:00,10:07:00,5.11,0.0588,0.69,14.6,0.782,25.1,1,15.18,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-0956,1862,09:56:00,10:17:00,5.11,0.0224,0.595,14.6,0.922,25.1,1,10.57,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1000,1862,10:00:00,10:21:00,5.11,0.0192,0.411,14.6,0.307,25.8,0,8.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1010,1862,10:10:00,10:31:00,5.11,-0.0159,0.288,14.6,0.345,25.8,0,7.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1014,1862,10:14:00,10:35:00,5.11,0.0465,0.429,14.6,0.357,25.8,0,13.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1024,1862,10:24:00,10:45:00,5.11,-0.017,0.174,14.6,0.586,25.8,0,7.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1028,1862,10:28:00,10:49:00,5.11,-0.0239,0.299,14.6,0.469,25.8,0,6.61,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1038,1862,10:38:00,10:59:00,5.11,-0.007,0.367,14.6,0.59,25.8,0,7.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1042,1862,10:42:00,11:03:00,5.11,-0.0023,0.266,14.6,0.43,25.8,0,6.57,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1052,1862,10:52:00,11:13:00,5.11,0.0322,0.271,14.6,0.542,25.8,0,11.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1056,1862,10:56:00,11:17:00,5.11,0.0222,0.364,14.6,0.497,25.8,0,10.74,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1106,1862,11:06:00,11:27:00,5.11,-0.0117,0.411,14.6,0.241,26.5,0,7.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1110,1862,11:10:00,11:31:00,5.11,0.0355,0.187,14.6,0.274,26.5,0,11.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1120,1862,11:20:00,11:41:00,5.11,0.042,0.212,14.6,0.473,26.5,0,13.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1124,1862,11:24:00,11:45:00,5.11,0.0281,0.239,14.6,0.536,26.5,0,10.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1134,1862,11:34:00,11:55:00,5.11,-0.0158,0.209,14.6,0.352,26.5,0,6.89,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1138,1862,11:38:00,11:59:00,5.11,0.0114,0.191,14.6,0.527,26.5,0,8.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1148,1862,11:48:00,12:09:00,5.11,0.0548,0.212,14.6,0.31,26.5,0,14.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1152,1862,11:52:00,12:13:00,5.11,-0.0238,0.241,14.6,0.442,26.5,0,7.13,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1202,1862,12:02:00,12:23:00,5.11,0.0354,0.217,14.6,0.519,26.9,0,11.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1206,1862,12:06:00,12:27:00,5.11,-0.0074,0.35,14.6,0.535,26.9,0,7.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1216,1862,12:16:00,12:37:00,5.11,-0.0023,0.193,14.6,0.461,26.9,0,7.23,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1220,1862,12:20:00,12:41:00,5.11,0.0154,0.308,14.6,0.596,26.9,0,10.16,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1230,1862,12:30:00,12:51:00,5.11,-0.0174,0.371,14.6,0.51,26.9,0,7.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1234,1862,12:34:00,12:55:00,5.11,0.0448,0.292,14.6,0.35,26.9,0,12.96,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1244,1862,12:44:00,13:05:00,5.11,0.0309,0.388,14.6,0.458,26.9,0,11.57,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1248,1862,12:48:00,13:09:00,5.11,0.044,0.275,14.6,0.44,26.9,0,13.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1258,1862,12:58:00,13:19:00,5.11,-0.0199,0.418,14.6,0.341,26.9,0,7.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1302,1862,13:02:00,13:23:00,5.11,0.0581,0.388,14.6,0.488,27.2,0,15.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1312,1862,13:12:00,13:33:00,5.11,-0.0209,0.179,14.6,0.514,27.2,0,7.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1316,1862,13:16:00,13:37:00,5.11,-0.0045,0.213,14.6,0.328,27.2,0,8.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1326,1862,13:26:00,13:47:00,5.11,-0.0249,0.226,14.6,0.569,27.2,0,7.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1330,1862,13:30:00,13:51:00,5.11,0.0545,0.24,14.6,0.338,27.2,0,14.02,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1340,1862,13:40:00,14:01:00,5.11,0.0178,0.348,14.6,0.249,27.2,0,9.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1344,1862,13:44:00,14:05:00,5.11,-0.0008,0.233,14.6,0.508,27.2,0,7.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1354,1862,13:54:00,14:15:00,5.11,0.0124,0.342,14.6,0.384,27.2,0,8.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1358,1862,13:58:00,14:19:00,5.11,0.0439,0.458,14.6,0.509,27.2,0,12.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1408,1862,14:08:00,14:29:00,5.11,0.0353,0.208,14.6,0.306,27.3,0,12.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1412,1862,14:12:00,14:33:00,5.11,-0.0018,0.399,14.6,0.54,27.3,0,8.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1422,1862,14:22:00,14:43:00,5.11,0.004,0.223,14.6,0.59,27.3,0,8.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1426,1862,14:26:00,14:47:00,5.11,0.047,0.43,14.6,0.244,27.3,0,13.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1436,1862,14:36:00,14:57:00,5.11,-0.0157,0.308,14.6,0.445,27.3,0,7.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1440,1862,14:40:00,15:01:00,5.11,0.0316,0.455,14.6,0.513,27.3,0,12.04,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1450,1862,14:50:00,15:11:00,5.11,0.0085,0.407,14.6,0.43,27.3,0,9.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1454,1862,14:54:00,15:15:00,5.11,-0.0183,0.23,14.6,0.321,27.3,0,7.33,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1504,1862,15:04:00,15:25:00,5.11,0.0245,0.449,14.6,0.272,27.2,0,11.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1508,1862,15:08:00,15:29:00,5.11,-0.0139,0.307,14.6,0.315,27.2,0,7.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1518,1862,15:18:00,15:39:00,5.11,-0.008,0.373,14.6,0.535,27.2,0,7.34,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1522,1862,15:22:00,15:43:00,5.11,0.0057,0.277,14.6,0.387,27.2,0,7.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1532,1862,15:32:00,15:53:00,5.11,0.0528,0.171,14.6,0.524,27.2,0,14.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1536,1862,15:36:00,15:57:00,5.11,0.0052,0.205,14.6,0.438,27.2,0,8.95,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1546,1862,15:46:00,16:07:00,5.11,0.026,0.324,14.6,0.51,27.2,0,12.16,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1550,1862,15:50:00,16:11:00,5.11,0.0586,0.163,14.6,0.534,27.2,0,14.48,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1600,1862,16:00:00,16:21:00,5.11,0.0498,0.192,14.6,0.509,26.9,0,14.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1604,1862,16:04:00,16:25:00,5.11,-0.0174,0.423,14.6,0.593,26.9,0,7.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1614,1862,16:14:00,16:35:00,5.11,0.0464,0.181,14.6,0.483,26.9,0,12.93,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1618,1862,16:18:00,16:39:00,5.11,0.04,0.279,14.6,0.454,26.9,0,13.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1628,1862,16:28:00,16:49:00,5.11,0.0551,0.373,14.6,0.317,26.9,0,14.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1632,1862,16:32:00,16:53:00,5.11,-0.0231,0.255,14.6,0.406,26.9,0,7.7,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1642,1862,16:42:00,17:03:00,5.11,-0.0155,0.307,14.6,0.378,26.9,0,6.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1646,1862,16:46:00,17:07:00,5.11,0.0129,0.257,14.6,0.387,26.9,0,9.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1656,1862,16:56:00,17:17:00,5.11,-0.0079,0.443,14.6,0.287,26.9,0,7.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1700,1862,17:00:00,17:21:00,5.11,0.0049,0.596,14.6,0.604,26.5,1,8.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1710,1862,17:10:00,17:31:00,5.11,0.0201,0.702,14.6,0.701,26.5,1,11.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1714,1862,17:14:00,17:35:00,5.11,0.0562,0.683,14.6,0.853,26.5,1,16.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1862-1-287-1724,1862,17:24:00,17:45:00,5.11,0.0287,0.653,14.6,0.85,26.5,1,11.41,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
